Date,Open,High,Low,Close,Volume,Adj Close,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2017-05-22,935.0,941.88,935.0,941.86,1118907.0,941.86,941.86,934.2696784763071,917.6139606030055,16.655717873301683,0,10,-191.4999999999934
2017-05-23,947.92,951.46,942.57,948.82,1269442.0,948.82,948.82,937.7370821917993,919.6091278232309,18.127954368568453,-1,0,-121.89999999999236
2017-05-24,952.98,955.09,949.5,954.96,1031483.0,954.96,954.96,941.2349397222027,921.5353409982171,19.699598723985673,1,10,-121.89999999999236
2017-05-25,957.33,972.62,955.47,969.54,1659922.0,969.54,969.54,946.0696132230743,923.7352022172751,22.33441100579921,1,20,23.900000000006912
2017-05-26,969.7,974.98,965.03,971.47,1251430.0,971.47,971.47,950.6974546485608,926.0685638637789,24.628890784781902,-1,10,-29.699999999992087
2017-05-30,970.31,976.2,969.49,975.88,1466288.0,975.88,975.88,955.6840107778872,928.7148632667992,26.969147511088067,-1,0,106.60000000000764
2017-05-31,975.02,979.27,960.18,964.86,2447196.0,964.86,964.86,957.502629682446,930.6368372604279,26.865792422018103,1,10,106.60000000000764
2017-06-01,968.95,971.5,960.01,966.95,1410194.0,966.95,966.95,959.433316948048,932.6278493511147,26.805467596933227,0,10,127.50000000000796
2017-06-02,969.46,975.88,966.0,975.6,1750772.0,975.6,975.6,962.9541049041261,935.1386652146409,27.815439689485174,0,10,214.00000000000773
2017-06-05,976.55,986.91,975.1,983.68,1251915.0,983.68,983.68,967.7750791870922,938.167963659735,29.60711552735711,-1,0,294.80000000000655
2017-06-06,983.16,988.25,975.14,976.57,1814374.0,976.57,976.57,969.885516338601,940.6402773436063,29.24523899499468,1,10,294.80000000000655
2017-06-07,979.65,984.15,975.77,981.08,1447192.0,981.08,981.08,972.6462631493922,943.3159902237243,29.33027292566794,0,10,339.90000000000646
2017-06-08,982.35,984.57,977.2,983.41,1477184.0,983.41,983.41,975.324986756664,945.9930197038403,29.331967052823643,0,10,363.20000000000573
2017-06-09,984.5,984.5,935.63,949.83,3306186.0,949.83,949.83,969.221188835431,946.2394781770291,22.98171065840188,1,20,27.400000000006457
2017-06-12,939.56,949.35,915.23,942.9,3762440.0,942.9,942.9,963.0922330556717,946.0308521799961,17.06138087567558,0,20,-111.19999999999482
2017-06-13,951.91,959.98,944.09,953.4,2013077.0,953.4,953.4,960.8998492089994,946.4780697338183,14.421779475181097,0,20,98.80000000000518
2017-06-14,959.92,961.15,942.25,950.76,1487430.0,950.76,950.76,958.6363052612695,946.7345215936843,11.901783667585164,0,20,46.00000000000546
2017-06-15,933.97,943.33,924.44,942.31,2065277.0,942.31,942.31,955.3558298194736,946.4960020192135,8.859827800260064,0,20,-122.99999999999545
2017-06-16,940.0,942.04,931.59,939.78,3061998.0,939.78,939.78,952.3658152284773,946.1501090291052,6.215706199372107,0,20,-173.5999999999949
2017-06-19,949.96,959.99,949.05,957.37,1530467.0,957.37,957.37,953.2554787871044,946.6852767738372,6.570202013267135,0,20,178.20000000000573
2017-06-20,957.52,961.62,950.01,950.63,1125862.0,950.63,950.63,952.8037240270395,946.8673808173992,5.936343209640313,0,20,43.40000000000555
2017-06-21,953.64,960.1,950.76,959.45,1201976.0,959.45,959.45,953.9225569350237,947.4356665363728,6.486890398650985,0,20,219.80000000000655
2017-06-22,958.7,960.72,954.55,957.09,941678.0,957.09,957.09,954.4538318729042,947.8701183713536,6.583713501550619,0,20,172.60000000000628
2017-06-23,956.83,966.0,954.2,965.59,1527515.0,965.59,965.59,956.3119732976294,948.6633730298943,7.648600267735105,0,20,342.6000000000063
2017-06-26,969.9,973.31,950.79,952.27,1596876.0,952.27,952.27,955.6372690096765,948.824894435216,6.812374574460478,0,20,76.20000000000528
2017-06-27,942.46,948.29,926.85,927.33,2578143.0,927.33,927.33,950.4149649453366,947.7609760164253,2.6539889289113034,0,20,-422.59999999999354
2017-06-28,929.0,942.75,916.0,940.49,2719227.0,940.49,940.49,948.5292962072851,947.3903482433866,1.138947963898545,0,20,-159.39999999999418
2017-06-29,929.92,931.26,910.62,917.79,3288129.0,917.79,917.79,941.9098544682935,945.6802026205627,-3.7703481522692073,-1,10,-159.29999999999427
2017-06-30,926.05,926.05,908.31,908.73,2086402.0,908.73,908.73,933.9398047237602,943.2989130608811,-9.359108337120915,-1,0,-703.9999999999964
2017-07-03,912.18,913.94,894.79,898.7,1710373.0,898.7,898.7,924.7117714286796,940.165564117216,-15.453792688536396,-1,-10,-703.9999999999964
2017-07-05,901.76,914.51,898.5,911.71,1813319.0,911.71,911.71,921.2597945491693,938.1386218475046,-16.878827298335295,0,-10,-834.0999999999963
2017-07-06,904.12,914.94,899.7,906.69,1424384.0,906.69,906.69,917.4280790033608,935.919657726592,-18.491578723231214,0,-10,-783.8999999999965
2017-07-07,908.85,921.54,908.85,918.59,1637785.0,918.59,918.59,917.7077075771881,934.800725553289,-17.093017976100896,-1,-20,-902.8999999999951
2017-07-10,921.77,930.38,919.59,928.8,1192825.0,928.8,928.8,920.3609702062763,934.4156273230424,-14.054657116766066,0,-20,-1107.0999999999935
2017-07-11,929.54,931.36,922.0,930.09,764072.0,930.09,930.09,922.6870079099097,934.138164280028,-11.451156370118383,0,-20,-1132.899999999995
2017-07-12,938.68,946.3,934.47,943.83,1100245.0,943.83,943.83,927.6605939001042,934.7498355132981,-7.089241613193849,0,-20,-1407.6999999999953
2017-07-13,946.29,954.3,943.09,947.16,909160.0,947.16,947.16,932.2175278729604,935.5279396390029,-3.310411766042421,0,-20,-1474.2999999999938
